Sr.No,Hospital Name,Address,City,State,Pin Code
216,Savaikar Hospital & Laparoscopy Centre,"Warkhandem, Ponda",Ponda,Goa,403401
217,Dr. Madkaiker City Hospital,"Ashirwad Building,1St Floor,Opp.Meenaxi Hotel, Isidor Baptista Road, South Goa",Margao,Goa,403601
218,Lala Harbhagawan Dass Memorial & Dr. Prem Hospital,"Opp. Bus Stand, Bishan Swaroop Colony",Panipat,Haryana,132103
219,Uma Sanjeevani Health Centre,"1-Dakshin Marg, Dlf Qutub Enclave, Phase Ii",Gurgaon,Haryana,122002
220,Jaspal Nursing Home and City Medical Centre,Model Town,Ambala,Haryana,134003
221,Madaan Hospital,Model Town Asandh Road,Panipat,Haryana,132103
222,"Balaji General & Maternity
Home",Rohtak Road,Jind,Haryana,126102
223,Handa Hospital & Heart Care Centre,"Salang Road, Near Railway Station.",Sonepat,Haryana,131001
224,"Agarwal Nursing Home, Kurukshetra",Salarpur Road,Kurukshetra,Haryana,136118
225,Apna Hospital,Red Road Thanesar Red Road Thanesar .Thanesar,Kurukshetra,Haryana,136118
226,Chhabra Hospital,"1, Narain Singh Park, Assandh Road",Panipat,Haryana,132103
227,Chugh Hospital,"Circular Road, Meham Gate",Bhiwani,Haryana,127021
228,Monga Hospital & Stone Centre,"Mahesh Nagar, Jagadhari Road, Ambala Cantt",Ambala,Haryana,133001
229,Pushpanjali Hospital,"John Hall Road, Civil Lines",Gurgaon,Haryana,122001
230,"Shah Hospital, Kaithal",Opp. Bus Stand,Kaithal,Haryana,136027
231,Guru Nanak Hospital Palwal,"Delhi Mathura Road, N H - 2",Palwal,Haryana,121102
232,Goyal Nursing Home,Near Bus Stand,Palwal,Haryana,121102
233,Miglani Nursing Home,"Old Kunjpura Road,",Karnal,Haryana,132001
234,Haryana Nursing Home,"32/14, Urban Estate, , Karnal",Karnal,Haryana,132001
235,Handa Medical  Research Centre Pvt. Ltd.,"Nursing Home Site No.1, Opp. Sagar Cinema, Sector
-16",Faridabad,Haryana,121002
236,Arya Eye Hospital,"Subhash Chowk , Atlas Road, Sonpat",Sonepat,Haryana,131001
237,NEERA NURSING HOME,"Jarnailly Colony, , Opp Randhir Cinema",Karnal,Haryana,132001
238,SHARDA HOSPITAL,"106, Model Town, Gurudwaraa Road",Hisar,Haryana,125005
239,Sh. Moolchand Kidney Hospital & Urology Institute,"1075,-76-77 Sec-13 Urban Estate",Karnal,Haryana,132001
240,MEHNDIRATTA HOSPITAL,"Manali House Near Prem Nagar, Ambala City",Ambala,Haryana,134003
241,PRADEEP KANSAL CHILDREN HOSPITAL,"Indraprastha Colony, Nr. Bus Stand",Hisar,Haryana,125001
242,"Surya Ortho And Trauma
Centre","5R/5/1, Nit, Faridabad",Faridabad,Haryana,121001
243,Karnal Nursing Home,26 Duggal Colony Karnal,Karnal,Haryana,132001
244,Anand Nursing Home-Panipat,"104, Adarsh Nagar Panipat ( Haryana ), Near Head Post Office",Panipat,Haryana,132103
245,Tirath Ram Hospital,"163/20,Basai Road,Gurgaon",Gurgaon,Haryana,122001
246,Aneja Hospital & Nursing Home,"# 48, Babyal Road, Mahesh Nagar,Ambala Cantt",Ambala,Haryana,133001
247,PARVEEN HOSPITAL PVT.LTD,"786, Jernailey Kothi,Dyat Singh Colege Road,",Karnal,Haryana,132001
248,Jatindra Hospital,"# 126-Sukhdevnagar, Panipat.",Panipat,Haryana,132103
249,Kurukshetra Nursing Home,"Pipli Road, Kurukshetra-136118.",Kurukshetra,Haryana,136118
250,"Chirag Hospital, Guragon","3236/31, Rajindra Park, Main Bajghera Raod, Railway Station, Gurgaon",Gurgaon,Haryana,122001
251,Delhi Hospital & Nursing Home,"Rohtak Road,Bahadur Garh. Main Delhi, Bahadurgarh, Dist Jhajjar",Bahadurgarh,Haryana,124507
252,"ARORA EYE & LASIK LASER
CENTRE","# 65/07, Urban Estate,",Karnal,Haryana,132001
253,Apurva Hospital,"2N/74 B.P, Nit, Near 2-3 Gol Chakkar",Faridabad,Haryana,121001
254,bajaj eye centre,"206, New Sukhdev Nagar, Panuipat - 132103,",Panipat,Haryana,132103
255,Dr. Ravindera Maternity & General Hospital-,"638, Model Town,",Panipat,Haryana,132103
256,Gupta Eye Hospital - Panchkula,"H. No 685,Sector 12 A",Panchkula,Haryana,134113
257,Dhir Hospital - Bhiwani,"Circular Road, Meham Chowk .Bhiwani, Haryana",Bhiwani,Haryana,127021
258,Sunrise Hospital.,"Khandsa Road, Near Sect-10 A,",Gurgaon,Haryana,122001
259,Saini Eye Care Centre,"#218,Sector_7, Pipli Road, Sector-7, Urban Estate",Kurukshetra,Haryana,136118
260,RAVINDRA HOSPITAL AND HEART CENTRE,"Hissar Cath Lab & Heart Centre, Model Town , Hissar, Hisar",Hisar,Haryana,125005
261,Girdhar Hospital,"Khanna Colony. Bawatanana Road, Khanna Colony",Sonepat,Haryana,131001
262,Meenakshi Jain Hospital-Jind,"54- 55/6, Gandhi Nagar, Near Bus Stand, , Bus Stand Of Jind",Jind,Haryana,126102
263,Oxygen Hospital,"Near Gurudwara Bhiwani Stand,Rothak",Rohtak,Haryana,124001
264,Goel Orthopaedic Centre - Haryana,"Scf 15-16 Pwd B & Rstore Land Opp Drda Gohana Rd Jind Haryana, Jind",Jind,Haryana,126102
265,ARPANA HOSPITAL,Madhuban Madhuban .114Km Stone On Ct Road,Karnal,Haryana,132037
266,Medanta - The Medicity Global Health Private Limit,"Sec-38, Gurgaon",Gurgaon,Haryana,122001
267,Shakti Neuroscience Centre & Dev MRI Centre,"Barwala Raod, Hisar, Near Bus Stand From Jindal Park",Hisar,Haryana,125001
268,"Sanjivani Hospital, sirsa","Under Railway Over Bridge, Hissar Road",Sirsa,Haryana,125055
269,Talwar Nursing Home,"Hisar Road, Under Railway Flyoucr, Under Railway Flyoucr Sirsa",Sirsa,Haryana,125055
270,Virk Hospital-Haryana,"363, Randhir Lane, Nr, Dyal Singh College,Karnal,",Karnal,Haryana,132001
271,GOBIND NURSING HOME,"Old Court Chowk Opp Jat College, Opp Jat College",Hisar,Haryana,125001
272,Dahiya Hospital,"Old D C Road, Near Flyover, Sonipat",Sonepat,Haryana,131001
273,Rawal Multispeciality Hospital,"O-2 Industrial Area Rohatak Raod, Sonepat, , Rohtak Road, Sonepat",Sonepat,Haryana,131001
274,Goswami Hospital-,"Near Bus Stand Hisar, Near Bus Stand",Hisar,Haryana,125001
275,Saraswati Nethralaya,"Near Dyal Singh College , Randhir Lane, Karnal",Karnal,Haryana,132001
276,Metro Hospitals & heart Institute (U/O  Umkal Heal,"H Block, Palam Vihar, Chancellor Club",Gurgaon,Haryana,122017
277,Sidharth Hospital - Kurukshetra,"Ladwa Road, Shahbad, Kurukshetra",Kurukshetra,Haryana,132135
278,"Aastha Hospital, Hisar","81 - S, Model Town Mkt Road,Hissar",Hisar,Haryana,125005
279,Paras Nursing Home - Karnal,"Main Market, Sector -7, Urban Estate,",Karnal,Haryana,132001
280,Mangla Hospital- Jind,"S.C.F. 2-3, Near Bank Of India, Scheme No.6, Gandhi Nagar, Jind",Jind,Haryana,126102
281,Mayom Hospital,"D-Block, South City-1, Haryana",Gurgaon,Haryana,122007
282,Mann Multispeciality Hospital,Subhash Road Rohtak,Rohtak,Haryana,124001
283,Medicheck Hospital,"1C - 76 & 53, N.I.T, Faridabad - 121001, , Near Iob Bank",Faridabad,Haryana,121001
284,"Geetanjali Hospital, gurgaon","Gurgaon Road, Pataudi, Near Sumit Cinema",Gurgaon,Haryana,123503
285,BS Heart Care & Multispeciality Hospital,"Mohan Nagar, Opp. Easy Day, Pipli Road, Kurukshetra",Kurukshetra,Haryana,136118
286,Geetanjali Hospital-Hissar,"270-N, Nr Post Office, Gurudwara Rd, Model Town, Hissar",Hisar,Haryana,125005
287,Satija Health Care,"Krishna Nagar, Opp Sp Residence, Opp. S.P.Residence",Hisar,Haryana,125001
288,Shivam Hospital-Bahadurgarh,"Naha-Nahri Road, Line Par, Bahadurgarh",Bahadurgarh,Haryana,124507
289,Soni Hospital And Trauma Reserch center,"Sector 15-A, Kaimiri Road, Kaimri Road",Hisar,Haryana,125001
290,Ginni Orthapaedics Centre,"Sco-1, Sector-1, Hisar, Opp. New Grain",Hisar,Haryana,125001
291,Park Hospital - Gurgaon,"Q Block, South City - Ii, Sohna Road, Gurgaon",Gurgaon,Haryana,122003
292,Sushil Garg Hospital,"Sec-13-14, Main Road, 1942-43, Sec-13, Karnal",Karnal,Haryana,132001
293,Sachin Hospital - Palwal,"New Sohna Road, Opp. Civil Hospital, Near Panchwati Chowk, Palwal",Palwal,Haryana,121102
294,Lifeline Institute of Medical Sciences -Hisar,"Flot No.6,Scheme No.6,Modal Town, Jindal Hospital Road",Hisar,Haryana,125001
295,Shree Hari Hospital - Karnal,"Opp. Kalpana Chawla Medical College, 31, Ashoka Colony,",Karnal,Haryana,132001
296,A. R. Mittal Hospital,"Gohana Road, Krishan Pura, Opp. Goyal Petrol Pump",Panipat,Haryana,132103
297,Garg Hospital - Hansi,"Near Allahabad Bank, Gas Agency Road, Near Allahabad Bank",Hisar,Haryana,125033
298,Eye Q Super Speciality Eye Hospital - Hisar1,"H No- 433/9C/2, Tayal Garden Barwala Road",Hisar,Haryana,125005
299,Manocha Eye Hospital,"797-B, Arya Chowk Ambala City",Ambala,Haryana,134003
300,M M Hospital-Ambala,"6 Police Line, Arya Chowki",Ambala,Haryana,134003
301,Eye Q Super Speciality Eye Hospital - Bhiwani,"Near Rohtak Gate, Dadri Road",Bhiwani,Haryana,127021
302,Eye Q Super Speciality Eye Hospital - Fatehabad,"H.No.7-8 Model Town, Near Bus Stand",Fatehabad,Haryana,125050
303,Getwell Hospital - Migarh,"Opp Power House, Migarh Road",Narnaul,Haryana,123001
304,COSMOS HOSPITAL,"Prakash Vihar, Nh-2, Delhi Mathura Road,",Palwal,Haryana,121102
305,Gupta Eye Hospital - Panipat,"No. 332 R Model Town,",Panipat,Haryana,132103
306,"Malhotra Mother & Child
Hospital","656-R, Pruthi Chowk, Model Town,",Panipat,Haryana,132103
307,Rainbow Hospital,"H.No-152R, , Model Town,",Panipat,Haryana,132103
308,Eye Q Super Speciality Eye Hospital - Rewari,"Garhi Bolini Chowk, Circular Road,",Rewari,Haryana,123401
309,Eye Q Super Speciality Eye Hospital - Rohtak,"Makroli House, Sonipat Road",Rohtak,Haryana,124001
310,"Brahm Shakti Sanjivani Hospital
- BAHADURGARH","Opp. Telephone Exchange, Delhi - Rohtak Road, Bahadurgarh",Bahadurgarh,Haryana,124507
311,Sanjiv Bansal Cygnus Hospital,"Railway Road, Karnal,",Karnal,Haryana,132001
312,CHAUHAN HOSPITAL - Sonipat,"Kath Mandi,Rohtak Road, , Near Old Court, Sonipat",Sonepat,Haryana,131001
313,Rathi Eye Hospital,"Near Premier Car Showroom, Rajender Nagar",Rohtak,Haryana,124001
314,Shivam Liver & Gastro Superspeciality Hospital,"S.C.F. 12, Opp, Reliance Fresh, Huda Complex, Near. Shant Mai Chowk",Rohtak,Haryana,124001
315,Eye Q Super Speciality Eye Hospitals - Sonepat,"Kc Plaza Atlas Road, Near Sbi Bank",Sonepat,Haryana,131001
316,Cygnus Superspeciality Hospital,"Sco-72, 75,Near Old Bus Stand, Sector-17,",Kurukshetra,Haryana,136118
317,Oscar Super Speciality Hospital & Trauma Centre,"Pgi Road, Medical Mor, 256/30, Daryao Singh Nagar,",Rohtak,Haryana,124001
318,Dayal Eye & Maternity Centre,"Sco No. 11, Friendi Colony, Main Jharsa Road, Friends Colony Near Sector 15",Gurgaon,Haryana,122001
319,Thakur Eye and Maternity Hospital,"Near Head Post Off. Kunjpura Road, Opp H.Post Office",Karnal,Haryana,132001
320,Mahendra Hospital - Jagadhri,"Jain Nagar, Nr. Sapphire Hotel, Jagadhri, Yamuna Nagar",Yamuna Nagar,Haryana,135003
321,"Advanta Super Speciality
Hospital","Silani Gate Jhajjar (Haryana), Jhajjar, Haryana",Jhajjar,Haryana,124103
322,Cygnus Maharaja Aggarsain Hospital,Near Devi Mandir,Panipat,Haryana,132103
323,Cygnus JK Hindu Hospital,"Industrial Area, Rohtak Road",Sonepat,Haryana,131001
324,Rajan Eye & Heart Care Centre,"Opp. Municipal Committee, Medical Enclave, Chd. Ro, Fatehabad",Fatehabad,Haryana,125120
325,Mansarover Hospital - U/o Mansarover Health. P Ltd,"Near Mansarover Park, On Sonipat Road, Rohtak",Rohtak,Haryana,124001
326,"Bansal Nursing Home & IVF
Centre","Near Balmiki Chowk, .Circular Road, Sirsa",Sirsa,Haryana,125055
327,Prabha Eye Hospital,"Rasulpur Chowk, Mathura Road, Palwal",Palwal,Haryana,121102
328,Pushpanjali Hospital - Rewari,"Plot No-1, Sector-4, Rajesh Pilot Chowk",Rewari,Haryana,123401
329,Riti Eyecare Hospital,"289, Model Town Bawal Road, Near Sales Tax Office",Rewari,Haryana,123401
330,R Yadav Surgical and Rekha Eye Hospital,Opp Govt Girl School Circular Road Rewari,Rewari,Haryana,123401
331,Aashirwad Hospital - Yamuna Nagar,"Bye Pass Road, Gobind Puri, Near Bhai Kanhiya Sahib Ji Chowk",Yamuna Nagar,Haryana,135001
332,Aadhar Health Institute,"Tosham Road, Near South Bypass, Crossing",Hisar,Haryana,125005
333,Advanta Super Speciality Hospital- Rohtak,"14 To 19 Ward No-30,Near Power House,Dev Colony, Delhi Road",Rohtak,Haryana,124001
334,Oscar Super Speciality Hospital & Trauma Center Pv,"Opp Civil Hospital,",Jhajjar,Haryana,124103
335,M M Institute of medical sciences & Reserch Centre,"Mullana, Ambala, Ambala",Ambala,Haryana,133203
336,Shri Balaji Aarogyam Hospital - Kurukshetra,Behind Old Bus Stand,Kurukshetra,Haryana,136118
337,"Santosh Multispeciality
Hospital","3F-139, N.I.T.",Faridabad,Haryana,121001
338,Apex Hospital - Palwal,"Prakash Vihar, Nh-2, Palwal",Palwal,Haryana,121102
339,"Bansal Hospital Eye &
Maternity","121, Civil Lines, Near Kalka Chowk",Ambala,Haryana,134003
340,Savitridevi Hospital,"3126/192, Garhi Bolni Chowk, Rewari",Rewari,Haryana,123401
341,Maars Hospitals & Heart Institute,"Garhi Bolni Road , Near Pwd Office, Near Pwd Office",Rewari,Haryana,123401
342,Eye Q Vision Pvt. Ltd. - Jhajjar,"18,Arynagar Near Savera School Jhajjar, Aryanagar",Jhajjar,Haryana,124103
343,Eye Q Vision Pvt. Ltd. - Sirsa,"Opp. Grover Nursing Home, Dabwali Road, Suraj Cinema Complex",Sirsa,Haryana,125055
344,Eye Q Vision - Gurgaon,"Nursing Home-1 Sec-46, Opp-Huda Market",Gurgaon,Haryana,122001
345,"Kainos Super Speciality
Hospital","Kheri Sadh Bypass, Delhi Road, Delhi Road",Rohtak,Haryana,124001
346,"Ayushman Bhav Health
Institute","G.T. Road, Near Police Line, Sewah",Panipat,Haryana,132108
347,Jaipur Hospital Multispeciality & Critical Care Ce,Behind Court Nehru Garden Colony,Kaithal,Haryana,136027
348,Swami Vivekanand Multispeciality Hospital,"Workshop Road, Thapar Colony, Yamuna Nagar,",Yamuna Nagar,Haryana,135001
349,Sukhda Multispeciality Hospital,"Delhi Road, Hisar,",Hisar,Haryana,125005
350,Cygnus Super Specility Hospital,"Sect-20, By Pass Road",Kaithal,Haryana,136027
351,"Adesh Medical College &
Hospital","Nh-1, Vill. Mohri, Tehsil- Shahabad (M)",Kurukshetra,Haryana,136135
352,Golden Hospital - Palwal,"Sohna Road, Palwal, Sohna Road",Palwal,Haryana,121102
353,Navjeevan Multispeciality Hospital,"255, Model Town, In Front Santoshi Mata Mandir, Front Of Santoshi Mata Mand",Hisar,Haryana,125001
354,"Rama Super Speciality Hospital
- Karnal","Building No-6, Wazirchand Colony, Near Civil Lines Hospital Chowk Karnal",Karnal,Haryana,132001
355,Vohra Eye Hospital,"R-15, Gobind Nagar, Jagadhri Road, Ambala Cantt.",Ambala,Haryana,133001
356,Krishnawati Hospital,"Gohana Road, Opp. Malviya School, Near Nandi Chowk",Sonepat,Haryana,131001
357,Nest Hospital - Sonepat,"42-P, Sector-15, Opp. M.G. Mall, Sonepat, Opp M.G Mall",Sonepat,Haryana,131001
358,Galaxy Hospital - Panipat,"Near Aneja Petrol Pump, Assandh Road, Panipat, Near Aneja Petrol Pump",Panipat,Haryana,132103
359,Jai Hind Health Care - Dadri,"Near Sbi Bank, Dadri Loharu Road, Charkhi Dadri",Dadri,Haryana,127306
360,CYGNUS SUPER SPECIALITY,"Mohalla-Sanghi-Ka-Bas, Opp Civil Hospital",Rewari,Haryana,123401
361,Shanti Devi Memorial Hospital,"Kheri More, Sector-89, Near Piyush Heights, Greater Faridabad",Faridabad,Haryana,121002
362,Pawan Hospital - Faridabad,"Rajeev Colony, Sector -56, Samaypur Road",Faridabad,Haryana,121004
363,Noble Heart & Super Speciality Hospital - Rohtak,"Plot No 2, Raj Garden, Delhi Bye-Pass Chowk, Near, Apsara Cafe, Rohtak - 124001, Near. Apsara Cafe, Rohtak",Rohtak,Haryana,124001
364,Mimani Hospital,"36 , Sector 14 (13- 14 Dividing Road), Urban Estate, Karnal",Karnal,Haryana,132001
365,Aristo Hospital - Sonepat,"Shankar Colony , Old Dc Road , Sonepat, Sonipat",Sonepat,Haryana,131001
366,Kriti Hospital - Gurgaon,"Plot No-13, Sector-56, In Front Of Kendriya Vihar",Gurgaon,Haryana,122003
367,"Ahooja Eye And Dental
Institute","560/1, Dayanand Coloney, New Railway Road.",Gurgaon,Haryana,122001
368,Simss Hospital - Kurukshetra,"Sector - 32, Sushant City Near Shani Mandir, Kurukshetra",Kurukshetra,Haryana,136118
369,Alfaa Health Care (A Unit Of Cpgr Health Research,"Main Farrukh Nagar Road, Village, Bassai, Near Basai Chowk , Sec-9 & 10",Gurgaon,Haryana,122001
370,Swastik Hospital - Bahadurgarh,"514&518,Shaktinagar,Devnagar,Jhajjar, Main. Jhajjar Road, Bhadurgarh",Bahadurgarh,Haryana,124507
371,Virat Hospital,"183, Circular Road, Near Dharuhera Chungi",Rewari,Haryana,123401
372,Abhishek Memorial Hospital,"Advanced Heart Care, Infertility & Research Center, Baroda Road, Gohana (Sonipat)",Gohana,Haryana,131301
373,Dr. Sanjay Multi Speciality Hospital,"Near Gajraj Hotel, Opp Govt Hospital, Rohtak Road, Near Gajraj Hotel, Bahadurgarh",Bahadurgarh,Haryana,124507
374,DAYANAND HOSPITAL AND CRITICAL CARE CENTRE,"Near Ravi Dharam Kanta , Kakroi Road, Sonipat",Sonepat,Haryana,131001
375,"Bansal Global Hospital -
Ambala","36 Prem Nagar Ambala City, Ambala City",Ambala,Haryana,134003
376,SMT JAI DEVI MEMORIAL NURSING HOME,"35-P ,Part -4 ,Sector 15, Sonerpet",Sonepat,Haryana,131001
377,Bhanot Hospital,"Sco No. 188/18, Jharsa Road,",Gurgaon,Haryana,122001
378,Park Hospital - Karnal,"Sec.45, Bhaini Khurd, Gt Karnal Road, Karnal",Karnal,Haryana,132116
379,Saraswati Mission Hospital - Kurukshetra,"Saini Samaj Bhawan, Near Birla Mandir Chowk, Near Birla Mandir Chowk, Kurukshetra",Kurukshetra,Haryana,136118
380,The Signature Hospital,"Sector -37D, Dwarka Expressway, Near Suncity School",Gurgaon,Haryana,122006
381,Doctor Today IVF And Multispecialty Hospital,"5-C/2, B.P. Railway Road, Nit, Fruit Garden,",Faridabad,Haryana,121001
382,Sunflag Global Hospital.,Sheela Bye Pass Sonepat Road,Rohtak,Haryana,124001
383,Anchal Maternity And Nursing Home,Dinod Gate Near Godera Petrol Pumb,Bhiwani,Haryana,127021
384,"Shri Ram Chand Memorial
Hospital","12-Ashoka Colony, Near Alolpolic Colony",Karnal,Haryana,132001
385,Onyx Stones Hospital,"11, L Model Town, Near Som Sweets",Rohtak,Haryana,124001
386,Bharat Multispeciality Hospital,"Delhi Road, Dabra Chowk",Hisar,Haryana,125005
387,Shrisai Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal",Palwal,Haryana,121102
388,Balbir Children Hospital,"Word No 12 Luxmi Vihar Colony, Barwala",Hisar,Haryana,125121
389,Haryana Hospital,"Site No. 5, Sector 7, Near Community Centre",Karnal,Haryana,132001
390,Bhagwan Das Hospital,"Block-E, Sector-18, Omaxe City, Shahpur Turk Road",Sonepat,Haryana,131001
391,Balaji Hospital - Karnal,Adjoining Church Mall Road,Karnal,Haryana,132001
392,Park Hospital - Panipat,"National Highway No. 1,Panipat",Panipat,Haryana,132103
393,Haryana Multispeciality Hospital - Sonipat,"Vivekananad Chowk, Behind Lg Showroom",Sonepat,Haryana,131001
394,Rajasthan Medical Centre,"Chandigarh Road,Hissar Crossing",Fatehabad,Haryana,125120
395,Sarwal Hospital.,"4, Civil Line, Near Arya Chowk",Ambala,Haryana,134003
396,Apex Hospital & Trauma Center,"Sanoli Road,Near Babil Naka, Panipat",Panipat,Haryana,132103
397,Maharaja Agrasen Hospital - Kurukshetra,"118, Sector-7, Urban Estate, Opp.Maharana Partap School,Near Mandir.Ratgal Road",Kurukshetra,Haryana,136118
398,Shobhit Hospital - Panipat,"Adjacent Canara Bank,Behind Sky Lark, Tehsil Road",Panipat,Haryana,132103
399,Life Care Multispeciality Hospital - Dadri,"Opp. Pwd Rest House, Rohtak Road, Charkhi Dadri",Dadri,Haryana,127306
400,Nanda Hospital,"Hamirpur Road, Una",Una,Himachal Pradesh,174303
401,Karan Hospital,"Ghuggar Tanda,",Palampur,Himachal Pradesh,176061
402,Malhotra Super Speciality Hospital,"Site No.8, Himuda, Bhautoli Kalan, Opp. Mahabir Spining Mill, Near Unichem Lab",Baddi,Himachal Pradesh,173205
403,Sai Sanjivni Hospital,"Opp. Courts, The Mall, Near Lic, Solan",Solan,Himachal Pradesh,173212
404,Lord Mahavira Hospital,"Dattowal Nalagarh Dist Solan, Nr Hotel Drive Inn Nalagarah To",Solan,Himachal Pradesh,174101
405,Bhardwaj Hospital - Baddi,"Sai Road, Opp. Petrol Pump",Baddi,Himachal Pradesh,173205
406,Bansal Orthopaedic Centre,"The Mall, Solan, Dey Building,Near Sainik Rest House",Solan,Himachal Pradesh,173212
407,Ameesh Hospital,"Peersthan, Nalagarh,",Solan,Himachal Pradesh,174101
408,SHRI SAI MULTI SPECIALITY HOSPITAL AND TRAUMA CENT,"445/12, Chakreda Road",Nahan,Himachal Pradesh,173001
409,Prriyanshi Hospital,"261/1, Ward No - 10 Devi Nagar, Paonta Santio",Sirmaur,Himachal Pradesh,173025
410,Aastha Hospital - Hamirpur,"Ward No 1 Krishna Nagar Ward No 1 Krishna Nagar, Pucca Bharo",Hamirpur,Himachal Pradesh,177001
411,Shri Siddhivinayak Hospital - Sirmaur,"Nh-72, Shamasherpur,Paonta Sahib, Sirmaur",Sirmaur,Himachal Pradesh,173025
412,Triveni Nursing Home / Jammu Stone,"Triveni Nursing Home, 8 C/ C Gandhi Nagar, Jammu",Jammu,Jammu & Kashmir,180004
413,Gupta Hospital & Research Centre - Kathua,"National Highway, Kalibari,",Kathua,Jammu & Kashmir,184101
414,Noora Hospital,"Umere Abad Zainakote Hmt Srinagar, Baramulla Highway",Srinagar,Jammu & Kashmir,190012
415,Sachdeva Netralaya,"3-B Extension Gandhi Nagar, Near Valmiki Colony",Jammu,Jammu & Kashmir,180004
416,Shree Aum Multi Speciality Hospital,"National Highway, Ward No-1, Ashiana Complex, Treth Morh, Bari Brahmana",Jammu,Jammu & Kashmir,181133
417,Shri Mata Vaishno Devi Narayana Hospital,"Kakryal, Katra, Reasi, Jammu & Kashmir",Jammu,Jammu & Kashmir,182320
418,ASG HOSPITAL PVT.LTD. - SRINAGAR,"M.A Plaza,S.K Colony Sector-01, Near Ansari Road Qammarwari",Srinagar,Jammu & Kashmir,190010
419,KAMAL NAYAN VISION CENTER,"H-22, Jain Nagar, Talab Tillo",Jammu,Jammu & Kashmir,180002
420,Kidney And Urological Research Centre,"Sonawar,Pincode-190001",Srinagar,Jammu & Kashmir,190001
421,Wani'S N  Home,"Moominabad,Near Jakfed, Ananthnag",Anantnag,Jammu & Kashmir,192101
422,STEEL CITY CLINIC AND RESEARCH CENTRE,"3Rd & 4Th Floor, Yashkamal Complex, Main Road, Bistupur",Jamshedpur,Jharkhand,831001
423,"Guru Nanak Hospital & Research Institute, Ranchi",Station Road,Ranchi,Jharkhand,834001
424,Hill View Hospital & Research Centre,"Hill View Road,Bariatu, Ranchi",Ranchi,Jharkhand,834009
425,Brindavan Hospital & Research Centre (P) Ltd,"Ranchi Road, P.O., Marar,",Hazaribagh,Jharkhand,825301
426,Patliputra Nursing Home,"Joraphata Road, , Joraphata Road",Dhanbad,Jharkhand,826001
427,Alam Hospital,"Booty Road,Bariatu",Ranchi,Jharkhand,834009
428,Park Clinic-,"Jharnapara,Hirapur,Yashoban Plaza, Hirapur
.Hirapur, Park Market, Hirapur",Dhanbad,Jharkhand,826001
429,Kashyap Memorial Eye Hospital,"Purulia Raod, Near Dangra Toli Chowk",Ranchi,Jharkhand,834001
